CCG or Health Board;Practice Name;Abtard;Ebesque XL;Fencino;Venlalic XL;Grand Total
NHS TAMESIDE GLOSSOP CCG;Hattersley Group Practice;1 809,00;1 095,00;629,00;1 271,00;4 804,00
NHS TAMESIDE GLOSSOP CCG;Haughton/Thornley Medical Centres;8 766,00;4 164,00;242,00;924,00;14 096,00
NHS TAMESIDE GLOSSOP CCG;Ht Practice;4 479,00;1 274,00;2 399,00;1 992,00;10 144,00
NHS TAMESIDE GLOSSOP CCG;Hyde Nursing Home Intermediate Care;164,00;0,00;73,00;12,00;249,00
NHS TAMESIDE GLOSSOP CCG;King Street Medical Centre;184,00;466,00;274,00;232,00;1 156,00
NHS TAMESIDE GLOSSOP CCG;Lambgates Health Centre;1 696,00;100,00;698,00;1 445,00;3 939,00
NHS TAMESIDE GLOSSOP CCG;Lifeline Tameside;0,00;193,00;0,00;0,00;193,00
NHS TAMESIDE GLOSSOP CCG;Lockside Medical Centre;1 310,00;0,00;338,00;955,00;2 603,00
NHS TAMESIDE GLOSSOP CCG;Manor House Surgery;6 327,00;2 213,00;1 657,00;4 044,00;14 241,00
NHS TAMESIDE GLOSSOP CCG;Market Street Medical Practice;2 240,00;1 518,00;174,00;647,00;4 579,00
NHS TAMESIDE GLOSSOP CCG;Medlock Vale Medical Practice;4 174,00;1 193,00;659,00;2 526,00;8 552,00
NHS TAMESIDE GLOSSOP CCG;Millbrook Medical Practice;1 080,00;1 425,00;5,00;62,00;2 572,00
NHS TAMESIDE GLOSSOP CCG;Mossley Medical Practice;1 134,00;479,00;0,00;408,00;2 021,00
NHS TAMESIDE GLOSSOP CCG;NHS T&G Community Health;1 246,00;0,00;749,00;0,00;1 995,00
NHS TAMESIDE GLOSSOP CCG;Pike Medical Practice;551,00;1 182,00;178,00;212,00;2 123,00
NHS TAMESIDE GLOSSOP CCG;Simmondley Medical Practice;2 344,00;1 129,00;221,00;93,00;3 787,00
NHS TAMESIDE GLOSSOP CCG;St.Andrew's House Surgery;3 282,00;420,00;652,00;206,00;4 560,00
NHS TAMESIDE GLOSSOP CCG;Stamford House;845,00;2 668,00;265,00;304,00;4 082,00
NHS TAMESIDE GLOSSOP CCG;Staveleigh Medical Centre;1 879,00;375,00;1 345,00;1 349,00;4 948,00
NHS TAMESIDE GLOSSOP CCG;Tame Valley Medical Centre;2 031,00;2 253,00;173,00;521,00;4 978,00
NHS TAMESIDE GLOSSOP CCG;The Brooke Surgery;5 723,00;729,00;527,00;1 509,00;8 488,00
NHS TAMESIDE GLOSSOP CCG;The Hollies Surgery;3 039,00;911,00;1 582,00;457,00;5 989,00
NHS TAMESIDE GLOSSOP CCG;The Smithy Surgery;5 680,00;0,00;1 020,00;522,00;7 222,00
NHS TAMESIDE GLOSSOP CCG;Town Hall Surgery;171,00;240,00;441,00;114,00;966,00
NHS TAMESIDE GLOSSOP CCG;Waterloo Medical Centre;1 093,00;0,00;31,00;120,00;1 244,00
NHS TAMESIDE GLOSSOP CCG;West End Medical Centre;3 707,00;252,00;784,00;3 132,00;7 875,00
NHS TAMESIDE GLOSSOP CCG;Windmill Medical Practice;7 442,00;5 066,00;3 348,00;4 133,00;19 989,00
NHS TELFORD & WREKIN CCG;Charlton Medical Practice;2 941,00;3 877,00;1 293,00;238,00;8 349,00
NHS TELFORD & WREKIN CCG;Court Street Medical Practice;493,00;1 188,00;152,00;14,00;1 847,00
NHS TELFORD & WREKIN CCG;Dawley Medical Practice;2 420,00;672,00;5 801,00;1 879,00;10 772,00
NHS TELFORD & WREKIN CCG;Donnington Medical Practice;16 628,00;4 525,00;2 033,00;3 587,00;26 773,00
NHS TELFORD & WREKIN CCG;Hadley Medical Practice;296,00;450,00;315,00;1 165,00;2 226,00
NHS TELFORD & WREKIN CCG;Hollinswood Surgery;3 412,00;3 874,00;1 672,00;457,00;9 415,00
NHS TELFORD & WREKIN CCG;Holliwell Practice;0,00;1 152,00;36,00;437,00;1 625,00
NHS TELFORD & WREKIN CCG;Ironbridge Medical Practice;3 204,00;0,00;3 103,00;699,00;7 006,00
NHS TELFORD & WREKIN CCG;Lawley Medical Practice;1 071,00;4 482,00;1 649,00;6 745,00;13 947,00
NHS TELFORD & WREKIN CCG;Leegomery Surgery;270,00;552,00;138,00;106,00;1 066,00
NHS TELFORD & WREKIN CCG;Linden Hall Surgery;11 260,00;4 553,00;6 952,00;6 492,00;29 257,00
NHS TELFORD & WREKIN CCG;Madeley Health Centre;790,00;626,00;494,00;95,00;2 005,00
NHS TELFORD & WREKIN CCG;Malling Health - Telford Wic;2 092,00;2 179,00;410,00;883,00;5 564,00
NHS TELFORD & WREKIN CCG;Malling Health - Wrekin Wic;935,00;1 841,00;2 021,00;1 151,00;5 948,00
NHS TELFORD & WREKIN CCG;Oakengates Medical Practice;11 192,00;2 724,00;3 291,00;1 485,00;18 692,00
NHS TELFORD & WREKIN CCG;Shawbirch Medical Centre;6 947,00;1 442,00;3 363,00;3 624,00;15 376,00
NHS TELFORD & WREKIN CCG;Stirchley Medical Practice;5 448,00;6 380,00;2 652,00;19,00;14 499,00
NHS TELFORD & WREKIN CCG;Sutton Hill Medical Practice;724,00;1 022,00;1 099,00;927,00;3 772,00
NHS TELFORD & WREKIN CCG;Telford OOH;9,00;0,00;35,00;0,00;44,00
NHS TELFORD & WREKIN CCG;Trinity Health Care Centre;1 986,00;3 288,00;1 378,00;400,00;7 052,00
NHS TELFORD & WREKIN CCG;Wellington Medical Practice;9 144,00;5 590,00;1 908,00;4 454,00;21 096,00
NHS TELFORD & WREKIN CCG;Wellington Road Surgery;7 049,00;4 006,00;3 940,00;11 510,00;26 505,00
NHS TELFORD & WREKIN CCG;Woodside Medical Practice;291,00;168,00;337,00;0,00;796,00
NHS THANET CCG;Bethesda Medical Centre;1 519,00;6 212,00;5 088,00;2 821,00;15 640,00
NHS THANET CCG;Birchington Medical Centre;1 204,00;4 656,00;1 223,00;282,00;7 365,00
NHS THANET CCG;Broadstairs Medical Practice;890,00;1 546,00;437,00;944,00;3 817,00
NHS THANET CCG;Cecil Square Surgery;0,00;1 268,00;134,00;135,00;1 537,00
NHS THANET CCG;Dashwood House;496,00;2 278,00;506,00;209,00;3 489,00
NHS THANET CCG;East Cliff Medical Practice;2 463,00;9 677,00;700,00;545,00;13 385,00
NHS THANET CCG;Garlinge Surgery;114,00;1 054,00;23,00;562,00;1 753,00
NHS THANET CCG;Minster Surgery;891,00;1 709,00;156,00;956,00;3 712,00
NHS THANET CCG;Mocketts Wood Surgery;2 173,00;3 374,00;2 436,00;1 030,00;9 013,00
NHS THANET CCG;Newington Road Surgery;742,00;2 996,00;1 368,00;324,00;5 430,00
NHS THANET CCG;Northdown Surgery;4 658,00;5 243,00;1 185,00;224,00;11 310,00
NHS THANET CCG;Osborne Road Surgery;884,00;0,00;10,00;70,00;964,00
NHS THANET CCG;St Peter's Surgery;0,00;3 904,00;110,00;268,00;4 282,00
NHS THANET CCG;Summerhill Surgery;232,00;3 268,00;1 236,00;443,00;5 179,00
NHS THANET CCG;The Broadway Practice;76,00;348,00;232,00;147,00;803,00
NHS THANET CCG;The Grange Practice;6 109,00;8 731,00;4 291,00;416,00;19 547,00
NHS THANET CCG;The Limes Medical Centre;4 458,00;9 123,00;957,00;3 705,00;18 243,00
NHS THANET CCG;Union Row Surgery;1 292,00;2 170,00;1 134,00;2 087,00;6 683,00
NHS THANET CCG;Westbrook House;61,00;0,00;140,00;0,00;201,00
NHS THANET CCG;Westgate Surgery;1 584,00;4 987,00;439,00;435,00;7 445,00
NHS THANET CCG;Wickham Surgery;2 051,00;0,00;36,00;452,00;2 539,00
NHS THURROCK CCG;Acorns;831,00;2 271,00;0,00;515,00;3 617,00
NHS THURROCK CCG;Dilip Sabnis Medical Ctr Pms;1 488,00;180,00;302,00;0,00;1 970,00
NHS THURROCK CCG;Dr Abela T Practice;314,00;760,00;110,00;153,00;1 337,00
NHS THURROCK CCG;Dr Abeyewardene Ak Practice;1 407,00;106,00;1 324,00;74,00;2 911,00
NHS THURROCK CCG;Dr Amanda M Davies & Dr C S Jayakumar;1 441,00;385,00;646,00;0,00;2 466,00
NHS THURROCK CCG;Dr Bansal A Practice;769,00;334,00;581,00;1 105,00;2 789,00
NHS THURROCK CCG;Dr Bellworthy Sv Practice;0,00;0,00;22,00;428,00;450,00
NHS THURROCK CCG;Dr Cheung Kk Practice;37,00;144,00;0,00;0,00;181,00
NHS THURROCK CCG;Dr Deshpande Am Practice;601,00;0,00;1 613,00;334,00;2 548,00
NHS THURROCK CCG;Dr Devaraja Vc Practice;112,00;0,00;11,00;0,00;123,00
NHS THURROCK CCG;Dr D'Mello Jmt Practice;2 120,00;60,00;181,00;58,00;2 419,00
NHS THURROCK CCG;Dr Headon Ot Practice;987,00;1 667,00;724,00;1 689,00;5 067,00
NHS THURROCK CCG;Dr Joseph L Practice;796,00;684,00;144,00;0,00;1 624,00
NHS THURROCK CCG;Dr KK Masson And Dr H Masson;1 116,00;280,00;465,00;0,00;1 861,00
NHS THURROCK CCG;Dr Leighton L Practice;5 157,00;5 792,00;2 482,00;312,00;13 743,00
NHS THURROCK CCG;Dr Mohile Rv Practice;110,00;504,00;426,00;881,00;1 921,00
NHS THURROCK CCG;Dr Mukhopadhyay Pk Practice;1 013,00;0,00;146,00;820,00;1 979,00
NHS THURROCK CCG;Dr Okoi Ht Practice;377,00;934,00;6,00;24,00;1 341,00
NHS THURROCK CCG;Dr Patel Pj Practice;993,00;626,00;48,00;202,00;1 869,00
NHS THURROCK CCG;Dr Pattara & Dr Raja;1 683,00;408,00;225,00;1 004,00;3 320,00
NHS THURROCK CCG;Dr Ramachandran Mk Practice;0,00;1 435,00;36,00;0,00;1 471,00
NHS THURROCK CCG;Dr Roy Bb Practice;1 003,00;0,00;0,00;6,00;1 009,00
NHS THURROCK CCG;Dr Suntharalingam R Practice;454,00;72,00;392,00;24,00;942,00
NHS THURROCK CCG;Dr Tresidder Nj Practice;1 061,00;1 306,00;258,00;261,00;2 886,00
NHS THURROCK CCG;Dr Yadava N Practice;2 321,00;1 482,00;126,00;0,00;3 929,00
NHS THURROCK CCG;Dr Yasin Sa Practice;1 308,00;598,00;293,00;0,00;2 199,00
NHS THURROCK CCG;East Tilbury Medical Centre;4 008,00;1 078,00;93,00;578,00;5 757,00
NHS THURROCK CCG;Grays Hub;9,00;0,00;5,00;0,00;14,00
NHS THURROCK CCG;Kadim Primecare Medical Centre;0,00;0,00;15,00;0,00;15,00
NHS THURROCK CCG;Purfleet Care Centre;1 698,00;924,00;136,00;3,00;2 761,00
NHS THURROCK CCG;St Clements Health Centre;190,00;2 109,00;0,00;181,00;2 480,00
NHS THURROCK CCG;The Rigg-Milner Medical Centre;535,00;0,00;269,00;771,00;1 575,00
NHS THURROCK CCG;The Shehadeh Medical Centre;711,00;144,00;6,00;0,00;861,00
NHS THURROCK CCG;Thurrock Health Centre;623,00;6 961,00;454,00;58,00;8 096,00
NHS THURROCK CCG;Thurrock Walk In Centre;0,00;14,00;0,00;0,00;14,00
NHS THURROCK CCG;Tilbury Hub;0,00;0,00;11,00;0,00;11,00
NHS TOWER HAMLETS CCG;Aberfeldy Practice;978,00;0,00;440,00;0,00;1 418,00
NHS TOWER HAMLETS CCG;Albion Health Centre;25,00;756,00;368,00;4,00;1 153,00
NHS TOWER HAMLETS CCG;All Saints Practice;2 099,00;2 028,00;440,00;113,00;4 680,00
NHS TOWER HAMLETS CCG;Barkantine Walk-In Ctr;0,00;0,00;0,00;27,00;27,00
NHS TOWER HAMLETS CCG;Bethnal Green Health Ctr.;2 233,00;1 225,00;469,00;2 335,00;6 262,00
NHS TOWER HAMLETS CCG;Brayford Square Surgery;138,00;0,00;512,00;0,00;650,00
NHS TOWER HAMLETS CCG;City Wellbeing Practice;0,00;5 020,00;0,00;881,00;5 901,00
NHS TOWER HAMLETS CCG;Docklands Medical Centre;165,00;0,00;12,00;107,00;284,00
NHS TOWER HAMLETS CCG;East One Health;452,00;1 757,00;99,00;0,00;2 308,00
NHS TOWER HAMLETS CCG;Gough Walk Practice;247,00;813,00;932,00;0,00;1 992,00
NHS TOWER HAMLETS CCG;Harford Health Centre;1 434,00;966,00;1 427,00;977,00;4 804,00
NHS TOWER HAMLETS CCG;Harley Grove Medical Ctr.;1 721,00;1 696,00;471,00;209,00;4 097,00
NHS TOWER HAMLETS CCG;Health E1;1 248,00;175,00;825,00;0,00;2 238,00
NHS TOWER HAMLETS CCG;Island Health;4 509,00;3 387,00;3 737,00;500,00;12 133,00
NHS TOWER HAMLETS CCG;Jubilee Street Practice;16 075,00;2 568,00;2 770,00;10,00;21 423,00
NHS TOWER HAMLETS CCG;Pollard Row Surgery;691,00;288,00;48,00;0,00;1 027,00
NHS TOWER HAMLETS CCG;Rana Ak;0,00;465,00;0,00;153,00;618,00
NHS TOWER HAMLETS CCG;Roserton Street Surgery;1 323,00;231,00;162,00;472,00;2 188,00
NHS TOWER HAMLETS CCG;Ruston Street Clinic;119,00;54,00;76,00;0,00;249,00
NHS TOWER HAMLETS CCG;St Andrews Health Centre;917,00;468,00;605,00;275,00;2 265,00
NHS TOWER HAMLETS CCG;St Andrews Walk-In Centre;0,00;0,00;0,00;12,00;12,00
NHS TOWER HAMLETS CCG;St. Katherine's Dock Practice;0,00;0,00;24,00;0,00;24,00
NHS TOWER HAMLETS CCG;St.Paul's Way Medical Ctr;2 361,00;1 632,00;591,00;217,00;4 801,00
NHS TOWER HAMLETS CCG;St.Stephens Health Centre;4 155,00;3 580,00;950,00;63,00;8 748,00
NHS TOWER HAMLETS CCG;The Barkantine Practice;481,00;2 698,00;519,00;485,00;4 183,00
NHS TOWER HAMLETS CCG;The Blithehale Med.Ctr.;1 163,00;0,00;217,00;0,00;1 380,00
NHS TOWER HAMLETS CCG;The Chrisp Street Hth Ctr;636,00;2 574,00;500,00;156,00;3 866,00
NHS TOWER HAMLETS CCG;The Globe Town Surgery;1 093,00;2 258,00;454,00;316,00;4 121,00
NHS TOWER HAMLETS CCG;The Grove Road Surgery;0,00;0,00;0,00;0,00;0,00
NHS TOWER HAMLETS CCG;The Limehouse Practice;610,00;390,00;248,00;0,00;1 248,00
NHS TOWER HAMLETS CCG;The Mission Practice;2 575,00;1 842,00;1 018,00;1 942,00;7 377,00
NHS TOWER HAMLETS CCG;The Spitalfields Practice;2 778,00;5 453,00;1 125,00;709,00;10 065,00
NHS TOWER HAMLETS CCG;The Stroudley Wlk Hth Ctr;148,00;129,00;724,00;395,00;1 396,00
NHS TOWER HAMLETS CCG;The Wapping Group Practice;66,00;1 215,00;979,00;477,00;2 737,00
NHS TOWER HAMLETS CCG;Tower Hamlets OOH Service;29,00;18,00;0,00;14,00;61,00
NHS TOWER HAMLETS CCG;Tredegar Practice;705,00;550,00;1 058,00;156,00;2 469,00
NHS TOWER HAMLETS CCG;Whitechapel Health Practice;124,00;1 266,00;185,00;918,00;2 493,00
NHS TOWER HAMLETS CCG;Xx Place Health Centre;1 908,00;1 199,00;1 010,00;729,00;4 846,00
NHS TRAFFORD CCG;Ali Medical Practice;200,00;224,00;491,00;50,00;965,00
NHS TRAFFORD CCG;Altrincham Medical Practice;3 421,00;2 398,00;2 560,00;3 758,00;12 137,00
NHS TRAFFORD CCG;Barrington Medical Centre;1 768,00;2 404,00;345,00;102,00;4 619,00
NHS TRAFFORD CCG;Bodmin Road Health Centre;12 615,00;1 656,00;5 389,00;2 100,00;21 760,00
NHS TRAFFORD CCG;Boundary House Medical Centre;4 077,00;4 652,00;3 066,00;1 398,00;13 193,00
NHS TRAFFORD CCG;Brooks Bar Medical Centre;2 924,00;4 586,00;962,00;1 198,00;9 670,00
NHS TRAFFORD CCG;Conway Road Health Centre;4 269,00;552,00;1 504,00;1 041,00;7 366,00
NHS TRAFFORD CCG;Davyhulme Medical Centre;12 531,00;1 789,00;4 019,00;1 387,00;19 726,00
NHS TRAFFORD CCG;Delamere Medical Practice;15 502,00;2 660,00;6 853,00;2 612,00;27 627,00
NHS TRAFFORD CCG;Derbyshire Road South Surgery;1 834,00;916,00;647,00;47,00;3 444,00
NHS TRAFFORD CCG;Family Surgery;682,00;89,00;1 168,00;0,00;1 939,00
NHS TRAFFORD CCG;Firsway Health Centre;12 292,00;3 177,00;4 331,00;2 649,00;22 449,00
NHS TRAFFORD CCG;Flixton Road Medical Centre;5 715,00;3 804,00;2 794,00;330,00;12 643,00
NHS TRAFFORD CCG;Gloucester House Medical Centre;2 812,00;34,00;988,00;955,00;4 789,00
NHS TRAFFORD CCG;Gorse Hill Medical Centre;1 781,00;124,00;1 415,00;1 112,00;4 432,00
NHS TRAFFORD CCG;Grove Medical Practice;396,00;0,00;3 357,00;805,00;4 558,00
NHS TRAFFORD CCG;Lostock Medical Centre;2 715,00;743,00;1 854,00;578,00;5 890,00
NHS TRAFFORD CCG;Norris Road Surgery;641,00;924,00;1 436,00;238,00;3 239,00
NHS TRAFFORD CCG;North Trafford Group Practice;1 383,00;1 484,00;1 829,00;484,00;5 180,00
NHS TRAFFORD CCG;Old Trafford Medical Practice;734,00;1 048,00;64,00;0,00;1 846,00
NHS TRAFFORD CCG;Park Medical Practice;6 040,00;1 165,00;1 937,00;1 285,00;10 427,00
NHS TRAFFORD CCG;Partington Central Surgery;4 118,00;0,00;1 485,00;0,00;5 601,00
NHS TRAFFORD CCG;Partington Family Practice;2 265,00;4,00;398,00;0,00;2 667,00
NHS TRAFFORD CCG;Pennine Care Foundation Trust;12,00;0,00;0,00;0,00;12,00
NHS TRAFFORD CCG;Primrose Avenue Surgery;10 193,00;0,00;5 748,00;1 566,00;17 507,00
NHS TRAFFORD CCG;Riddings Family Health Centre;3 618,00;0,00;740,00;674,00;5 032,00
NHS TRAFFORD CCG;Shay Lane Medical Centre (Kelman);2 012,00;0,00;3 654,00;3 638,00;9 304,00
NHS TRAFFORD CCG;Shay Lane Medical Centre (Patel);1 054,00;1 626,00;169,00;1 851,00;4 700,00
NHS TRAFFORD CCG;St. Johns Medical Centre;3 469,00;728,00;4 785,00;3 101,00;12 083,00
NHS TRAFFORD CCG;Timperley Health Centre (Caplan);2 173,00;594,00;513,00;474,00;3 754,00
NHS TRAFFORD CCG;Timperley Health Centre (Westwood);1 012,00;0,00;336,00;0,00;1 348,00
NHS TRAFFORD CCG;Trafford Health Centre;8 024,00;1 170,00;3 233,00;657,00;13 084,00
NHS TRAFFORD CCG;Trafford Health Centre Wic;38,00;0,00;0,00;0,00;38,00
NHS TRAFFORD CCG;Urmston Group Practice;9 540,00;0,00;3 966,00;1 182,00;14 688,00
NHS TRAFFORD CCG;Village Surgery;1 140,00;1 343,00;1 768,00;1 127,00;5 378,00
NHS TRAFFORD CCG;Washway Road Medical Centre;7 038,00;3 144,00;7 117,00;1 898,00;19 197,00
NHS TRAFFORD CCG;West Timperley Medical Centre;7 967,00;302,00;985,00;2 121,00;11 375,00
NHS VALE OF YORK CCG;Abbey Medical Group;0,00;0,00;0,00;0,00;0,00
NHS VALE OF YORK CCG;Beech Grove Medical Practice;329,00;1 161,00;1 158,00;618,00;3 266,00
NHS VALE OF YORK CCG;Beech Tree Surgery;916,00;3 108,00;1 394,00;505,00;5 923,00
NHS VALE OF YORK CCG;Clifton Medical Practice;962,00;1 551,00;767,00;422,00;3 702,00
NHS VALE OF YORK CCG;Dalton Terrace Surgery;5 733,00;2 589,00;441,00;741,00;9 504,00
NHS VALE OF YORK CCG;E & W York Comm Serv (4);0,00;0,00;16,00;0,00;16,00
NHS VALE OF YORK CCG;East Parade;0,00;0,00;62,00;0,00;48,00
NHS VALE OF YORK CCG;Elvington Medical Practice;0,00;0,00;493,00;902,00;1 395,00
NHS VALE OF YORK CCG;Escrick Surgery;1 594,00;845,00;159,00;496,00;3 094,00
NHS VALE OF YORK CCG;Front Street Surgery;1 004,00;761,00;407,00;38,00;2 210,00
NHS VALE OF YORK CCG;Gale Farm Surgery;883,00;140,00;219,00;137,00;1 379,00
NHS VALE OF YORK CCG;Gillygate Surgery;0,00;0,00;0,00;0,00;0,00
NHS VALE OF YORK CCG;Haxby Group Practice;16 714,00;5 172,00;10 333,00;4 903,00;37 122,00
NHS VALE OF YORK CCG;Helmsley Surgery;284,00;390,00;0,00;12,00;686,00
NHS VALE OF YORK CCG;Jorvik Medical Practice;1 197,00;4 869,00;1 715,00;1 320,00;9 101,00
NHS VALE OF YORK CCG;Kirkbymoorside Surgery;576,00;1 395,00;190,00;434,00;2 595,00
NHS VALE OF YORK CCG;Millfield Surgery;2 389,00;594,00;998,00;388,00;4 369,00
NHS VALE OF YORK CCG;Minster Health;0,00;0,00;0,00;0,00;0,00
NHS VALE OF YORK CCG;My Health Group;4 888,00;844,00;1 632,00;814,00;8 178,00
NHS VALE OF YORK CCG;N Ryedale/N York Comm Serv(5);25,00;0,00;0,00;0,00;25,00
NHS VALE OF YORK CCG;Palliative Care-York;113,00;0,00;23,00;0,00;136,00
NHS VALE OF YORK CCG;Petergate Surgery;1 638,00;1 344,00;1 056,00;838,00;4 876,00
NHS VALE OF YORK CCG;Pickering Medical Practice;1 925,00;7 802,00;1 802,00;1 341,00;12 870,00
NHS VALE OF YORK CCG;Pocklington Group Practice;2 402,00;1 086,00;510,00;896,00;4 894,00
NHS VALE OF YORK CCG;Posterngate Surgery;7 763,00;2 136,00;621,00;2 145,00;12 665,00
NHS VALE OF YORK CCG;Priory Medical Group;7 539,00;10 136,00;5 224,00;1 332,00;24 231,00
NHS VALE OF YORK CCG;Scott Road Medical Centre;1 743,00;1 047,00;960,00;127,00;3 877,00
NHS VALE OF YORK CCG;Selby OOH;12,00;0,00;0,00;0,00;12,00
NHS VALE OF YORK CCG;Sherburn Group Practice;1 467,00;270,00;283,00;220,00;2 240,00
NHS VALE OF YORK CCG;South Milford Surgery;3 062,00;2 732,00;1 371,00;3 135,00;10 300,00
NHS VALE OF YORK CCG;Stillington Surgery;1 357,00;0,00;1 117,00;0,00;2 474,00
NHS VALE OF YORK CCG;Tadcaster Medical Centre;1 805,00;1 434,00;644,00;403,00;4 286,00
NHS VALE OF YORK CCG;Terrington Surgery;0,00;0,00;0,00;156,00;156,00
NHS VALE OF YORK CCG;The Old School Medical Practice;3 120,00;348,00;1 013,00;1 209,00;5 690,00
NHS VALE OF YORK CCG;The Surgery At 32 Clifton;0,00;0,00;0,00;0,00;0,00
NHS VALE OF YORK CCG;Tollerton Surgery;1 813,00;0,00;432,00;241,00;2 486,00
NHS VALE OF YORK CCG;Unity Health;966,00;1 262,00;1 279,00;1 246,00;4 753,00
NHS VALE OF YORK CCG;York Medical Group;8 225,00;4 505,00;1 221,00;1 207,00;15 158,00
NHS VALE OF YORK CCG;York OOH;12,00;0,00;20,00;6,00;38,00
NHS VALE OF YORK CCG;Yorkshire Doctors UCC OOH;69,00;0,00;43,00;11,00;123,00
NHS VALE ROYAL CCG;Danebridge Medical Centre;4 559,00;1 062,00;2 364,00;1 332,00;9 317,00
NHS VALE ROYAL CCG;Firdale Medical Centre;200,00;1 014,00;1 057,00;2 378,00;4 649,00
NHS VALE ROYAL CCG;High Street Practice Winsford;1 544,00;428,00;0,00;24,00;1 996,00
NHS VALE ROYAL CCG;Intermediate Care;171,00;0,00;168,00;0,00;339,00
NHS VALE ROYAL CCG;Launceston Close Surgery;1 609,00;90,00;234,00;234,00;2 167,00
NHS VALE ROYAL CCG;Middlewich Road Surgery;386,00;0,00;254,00;129,00;769,00
NHS VALE ROYAL CCG;Oakwood Medical Centre;25,00;0,00;36,00;214,00;275,00
NHS VALE ROYAL CCG;St Luke's Hospice;1 466,00;0,00;239,00;0,00;1 705,00
NHS VALE ROYAL CCG;Swanlow Medical Centre;2 538,00;320,00;282,00;404,00;3 544,00
NHS VALE ROYAL CCG;The Weaver Vale Surgery;309,00;90,00;836,00;1 201,00;2 436,00
NHS VALE ROYAL CCG;The Weaverham Surgery;3 003,00;1 484,00;444,00;372,00;5 303,00
NHS VALE ROYAL CCG;Watling Street Surgery;270,00;0,00;371,00;385,00;1 026,00
NHS VALE ROYAL CCG;Willow Wood Surgery;12,00;0,00;47,00;240,00;299,00
NHS VALE ROYAL CCG;Witton Street Surgery;361,00;771,00;94,00;164,00;1 390,00
NHS W LEICESTERSHIRE CCG;Alpine House Surgery;2 687,00;1 402,00;660,00;480,00;5 229,00
NHS W LEICESTERSHIRE CCG;Ashby Health Centre;6 160,00;2 993,00;989,00;1 051,00;11 193,00
NHS W LEICESTERSHIRE CCG;Barrow Health Centre;848,00;3 013,00;251,00;1 367,00;5 479,00
NHS W LEICESTERSHIRE CCG;Barwell & Hollycroft Medical Centres;5 443,00;1 932,00;2 273,00;697,00;10 345,00
NHS W LEICESTERSHIRE CCG;Birstall Medical Centre;1 029,00;0,00;1 186,00;217,00;2 432,00
NHS W LEICESTERSHIRE CCG;Bridge Street Medical Practice;413,00;286,00;4 943,00;48,00;5 690,00
NHS W LEICESTERSHIRE CCG;Broom Leys Surgery;1 861,00;282,00;2 462,00;1 306,00;5 911,00
NHS W LEICESTERSHIRE CCG;Castle Donington Surgery;1 960,00;2 694,00;1 871,00;906,00;7 431,00
NHS W LEICESTERSHIRE CCG;Castle Mead Medical Centre;924,00;949,00;4 555,00;506,00;6 934,00
NHS W LEICESTERSHIRE CCG;Desford Medical Centre;6 600,00;1 940,00;729,00;783,00;10 052,00
NHS W LEICESTERSHIRE CCG;Dishley Grange Medical Practice;92,00;1 014,00;2 529,00;259,00;3 894,00
NHS W LEICESTERSHIRE CCG;Dr AM Lewis' Practice;2 123,00;280,00;104,00;222,00;2 729,00
NHS W LEICESTERSHIRE CCG;Dr BJ Shah's Practice;700,00;216,00;52,00;288,00;1 256,00
NHS W LEICESTERSHIRE CCG;Dr EA Hepplewhite's Practice;235,00;240,00;156,00;132,00;763,00
NHS W LEICESTERSHIRE CCG;Dr GP Hanlon's Practice;4 791,00;3 479,00;1 915,00;1 437,00;11 622,00
NHS W LEICESTERSHIRE CCG;Dr Heap & Partner;689,00;0,00;349,00;699,00;1 737,00
NHS W LEICESTERSHIRE CCG;Dr MK Lakhani's Practice;652,00;521,00;171,00;205,00;1 549,00
NHS W LEICESTERSHIRE CCG;Dr NR Pulman's Practice;2 481,00;2 980,00;2 754,00;671,00;8 886,00
NHS W LEICESTERSHIRE CCG;Dr NW Osborne's Practice;934,00;1 954,00;262,00;1 300,00;4 450,00
NHS W LEICESTERSHIRE CCG;Dr RK Hirani's Practice;0,00;0,00;0,00;39,00;39,00
NHS W LEICESTERSHIRE CCG;Dr RW Lawrence's Practice;4 317,00;583,00;1 724,00;24,00;6 648,00
NHS W LEICESTERSHIRE CCG;Dr SJ Shepherd's Practice;912,00;1 564,00;1 516,00;0,00;3 992,00
NHS W LEICESTERSHIRE CCG;Dr SJC Clay's Practice;31,00;300,00;941,00;19,00;1 291,00
NHS W LEICESTERSHIRE CCG;Dr TM Hammond & Partners;163,00;216,00;256,00;101,00;736,00
NHS W LEICESTERSHIRE CCG;Dr YB Shah's Practice;98,00;225,00;25,00;72,00;420,00
NHS W LEICESTERSHIRE CCG;Field Street Surgery;170,00;1 972,00;346,00;1 436,00;3 924,00
NHS W LEICESTERSHIRE CCG;Forest House Surgery;5 292,00;4 030,00;2 621,00;1 400,00;13 343,00
NHS W LEICESTERSHIRE CCG;Greengate Medical Centre;1 456,00;1 866,00;309,00;1 693,00;5 324,00
NHS W LEICESTERSHIRE CCG;Groby Surgery;147,00;898,00;0,00;597,00;1 642,00
NHS W LEICESTERSHIRE CCG;Heath Lane Surgery;1 047,00;1 076,00;3 223,00;2 075,00;7 421,00
NHS W LEICESTERSHIRE CCG;Hugglescote Surgery;3 084,00;2 258,00;1 252,00;294,00;6 888,00
